,Artist,Lyrics
77,Bob Marley,"Yes, me friend, me friend
Dem set me free again
Yes, me friend, me friend
Me deh 'pon street again 

The bars could not hold me
Force could not control me now
They try to keep me down
But God put me around. Yeah! 

Yes, I've been accused
Wrongly abused now
But through the powers of the Most High 
They've got to turn me loose 

Don't try to cold me up on this bridge, now
I've got to reach Mount Zion
The highest region
If you a bull-bucka
Let me tell you that
I'm a duppy conqueror, conqueror

Yes, me friend, me good friend
Dem set me free again, mm
Yes, me friend
Dem turn me loose again 

Don't try to cold me up on this bridge, now
I've got to reach Mount Zion
The highest region
If you a bull-bucka
Let me tell you
I'm a duppy conqueror, conqueror

Yes, me friend, me friend, me friend, me friend
We deh a street again
Yes, me friend, me friend, me friend
Dem set me free again

Don't try to show off
Fi make you friend dem laugh, what a la-la!
For i will cut you off
And i will take the last straw

I'm crying, yes me friend
We deh a street again
Yes me friend, me friend, me friend
Dem set me free again

The bars could not hold me
Force could not control me now"
78,Bob Marley,"The stone that the builder refuse
Will always be the head cornerstone-a sing it brother 
The stone that the builder refuse
Will always be the head cornerstone

You're a builder, baby
Here I am, a stone
Don't you pick and refuse me
'Cause the things people refuse
Are the things they should choose
Do you hear me? 
Hear what I say!

Stone that the builder refuse
Will always be the head cornerstone-a tell me why
The stone that the builder refuse, yeah!
Will always be the head cornerstone

Here I am baby 
I am, a builder's stone!
Don't you pick and refuse me, listen
The tings people refuse
Are the things they should use
Do you hear me
Hear what I say

The stone that the builder refuse
Will always be the head cornerstone
The stone that the builder refuse
Will always be the head cornerstone

The stone that the builder refuse
Will always be the head cornerstone
The stone that dem builder refuse
Will always be the head cornerstone

The stone that the builder refuse
Will always be the head cornerstone
The stone"
79,Bob Marley,"Cheer up my brothers, cheer up my sisters
Cheer up my momma too, lord
Cheer up my father, let me say
I know it won't be long
That change has got to come
That change has got to come
And I know that it won't be long

We've been down in captivity (captivity) so long, so long
If we unite then we will be free (we will be free)
So strong, so strong, come I want you to
Cheer up my (brothers) my sisters
(Cheer up my sisters) let me say
Cheer up my my my momma too, lord
Cheer up my father

Let me say, we've been down in captivity (captivity)
So long, so long
We unite we will be free (we will be free)
So strong, so strong
Cheer up my my my my my my brother
(Cheer up my sister) cheer up my sisters
(Cheer up my momma) my momma too lord
(Cheer up my) my father
And I, I, I"
80,Bob Marley,"There's a natural mystic
Blowing through the air
If you listen carefully now you will hear
This could be the first trumpet
Might as well be the last
Many more will have to suffer
Many more will have to die
Don't ask me why

Things are not the way they used to be
I won't tell no lie
One and all got to face reality now
Though I try to find the answer
To all the questions they ask
Though I know it's impossible
To go living through the past
Don't tell no lie

There's a natural mystic
Blowing through the air
Can't keep them down
If you listen carefully now you will hear
Such a natural mystic
Blowing through the air

This could be the first trumpet
Might as well be the last
Many more will have to suffer
Many more will have to die
Don't ask me why

There's a natural mystic
Blowing through the air
I won't tell no lie
If you listen carefully now, you will hear
There's a natural mystic
Blowing through the air

Such a natural mystic, blowing through the air
There's a natural mystic blowing through the air
Such a natural mystic, blowing through the air
Such a natural mystic, blowing through the air"
81,Bob Marley,"400 years (400 years, 400 years. Wo-o-o-o)
And it's the same -
The same (wo-o-o-o) philosophy
I've said it's four hundred years;
(400 years, 400 years. Wo-o-o-o, wo-o-o-o)
Look, how long (wo-o-o-o)
And the people they (wo-o-o-o) still can't see.
Why do they fight against the poor youth of today?
And without these youths, they would be gone -
All gone astray

Come on, let's make a move:
(make a move, make a move. Wo-o-o-o, wo-o-o-o)
I can (wo-o-o-o) see time (wo-o-o-o) - time has come,
And if-a fools don't see
(fools don't see, fools don't see. Wo-o-o-o)
I can't save the youth:
The youth (wo-o-o-o) is gonna be strong.
So, won't you come with me;
I'll take you to a land of liberty
Where we can live - live a good, good life
And be free.

Look how long: 400 years, (400 years, 400 years) -
Way too long! (wo-o-o-o)
That's the reason my people (wo-o-o-o) - my people can't see.
Said, it's four hundred long years - (400 years, 400 years. Wo-o-o-o)
Give me patience (wo-o-o-o) - same philosophy.

It's been 400 years, (400 years, 400 years)
Wait so long! Wo-o-o-o, wo-o-o-o.
How long? 400 long, long years. /fadeout/"
82,Bob Marley,"Soon come
Everytime I call
They tell me that you're soon come, soon come
I call you at your home
They tell me that you're soon come, soon come
I don't like hanging around
Or to be pushed around
I've got feelings for you now
I don't like the soon come

I call you on the phone
They tell me that you're soon come, soon come
I even call you at your home
They tell me that you're soon come, soon come
I don't like hanging around
Or to be pushed around
I've got feelings for you now
I don't like the soon come

I call you on the phone
They tell me that you're soon come, soon come
I even call you at your home
They tell me that you're soon come, soon come
But I don't like hanging around
Or to be pushed around
I've got feelings for you now
I don't like soon come

Stop your coming, soon come"
83,Bob Marley,"Why's this fussing and a-fighting?
I want to know, Lord, I want to know
Why's this bumping and a-boring?
I want to know, Lord, I want to know now

We should really love each other (love each other)
In peace and harmony (peace and harmony), ooh
Instead, we're fussing and fighting (fussing and fighting)
And them workin' iniquity (...iniquity)

Why's this fussing and a-fighting?
I want to know, Lord, I want to know (...know), I want to know now
Why's this cheating and backbiting?
(I want to know...) I want to know, oh, Lord, I want to know now

(Stop your fussing and fighting, stop your fussing and fighting)
(Stop your fussing and fighting, stop your fussing and fighting)
We should really love each other (love each other)
In peace and harmony (peace and harmony)
Instead, instead, we're fussing and fighting (fussing and fighting)
Like we ain't supposed to be (...supposed to be), tell me why

Why's this fussing and a-fighting?
I want to know, Lord, I want to know, someone, please
Why's this (...bumping and...) bumping and boring?
(I wanna...) I want to know (...I want to know), Lord, tell me now ..."
84,Bob Marley,"Live if you want to live 
(Rastaman vibration, yeah, positive) 
That's what we got to give
(I'n'I vibration yeah, positive) 
Got to have a good vibe 
(Iyaman Iration, yeah, Irie ites) 
Wo-wo-ooh 
(Positive vibration, yeah, positive) 

If you get down and you quarrel everyday
You're saying prayers to the devils, I say, wooh 
Why not help one another on the way? 
Make it much easier (just a little bit easier) 

Say you just can't live that negative way
If you know what I mean
Make way for the positive day
'Cause it's news (new day) news and days 
New time (new time), and if it's a new feelin' (new feelin'), yeah
Said it's a new sign (new sign)
Oh, what a new day

Pickin' up? 
Are you pickin' up now? 
Jah love, Jah love (protect us)
Jah love, Jah love (protect us)
Jah love, Jah love (protect us)

Rastaman vibration, yeah (positive) 
I'n'I vibration, yeah (positive) uh-huh-huh, ah yeah
Iyaman Iration, yeah (irie ites) wooh 
Positive vibration, yeah (positive) 

Pickin' up? 
Are you pickin' up now? 
Pickin' up? 
Are you pickin' up now? 
Pickin' up? (Jah love, Jah love) 
Are you pickin' (protect us) up now? 
Pickin' up? (Jah love, Jah love) 
Are you pickin' (protect us) up now? 
Pickin' up? (Jah love, Jah love) 
Are you pickin' (protect us) up now? 
Pickin' up? 
Are you pickin' up now?"
85,Bob Marley,"Don't worry about a thing
'Cause every little thing gonna be alright
Singing' don't worry about a thing
'Cause every little thing gonna be alright

Rise up this mornin'
Smiled with the risin' sun
Three little birds
Pitch by my doorstep
Singin' sweet songs
Of melodies pure and true
Saying', (this is my message to you)

Singing' don't worry about a thing
'Cause every little thing gonna be alright
Singing' don't worry (don't worry) about a thing
'Cause every little thing gonna be alright

Rise up this mornin'
Smiled with the risin' sun
Three little birds
Pitch by my doorstep
Singin' sweet songs
Of melodies pure and true
Sayin', this is my message to you

Singin' don't worry about a thing, worry about a thing, oh
Every little thing gonna be alright, don't worry
Singin' don't worry about a thing, I won't worry
'Cause every little thing gonna be alright

Singin' don't worry about a thing
'Cause every little thing gonna be alright, I won't worry
Singin', don't worry about a thing
'Cause every little thing gonna be alright
Singin' don't worry (worry) about a thing, oh no
'Cause every little thing gonna be alright"
86,Bob Marley,"She love to party, have a good time
She looks so hearty, feeling fine
She loves to smoke, sometime shiftin' coke
She'll be laughin' when there ain't no joke

A pimper's paradise, that's all she was now
A pimper's paradise, that's all she was
A pimper's paradise, that's all she was now
Pimper's paradise, that's all she was
Every need got an ego to feed
Every need got an ego to feed

She loves to model up in the latest fashion (oo-bee doo-be doo)
She's in the scramble and she moves with passion (oo-bee doo-be doo)
She's getting high (ooh), trying to fly the sky (oo-bee doo-be doo)
Eh, now she is bluesing when there ain't no blues

Wooh, a pimper's paradise, that's all she was now
A pimper's paradise, that's all she was, oh-ho-ho-ho-ho
A pimper's paradise, that's all she was now
A pimper's paradise, that's all she was

Every need got an ego to feed
Every need got an ego to feed

Wooh, a pimper's paradise, that's all she was now, wo-oo-o-oo, wo-oh
A pimper's paradise, that's all she was, well
A pimper's paradise, I'm sorry for the victim now
Oh, now soon their (pimper's paradise) soon their heads, soon their 
Soon their very heads will bow
(Pimper's paradise) don't lose track, don't lose track of yourself, oh no
(Pimper's paradise) don't be just a stock, a stock on the shelf 
Stock on the shelf, oh oh
(Pimper's paradise) that's all she was now, woo"
87,Bob Marley,"The sun shall not smite I by day
Nor the moon by night
And everything that I do
Shall be up-full and right

And if it's all night
It got to be (alright)
(Talking to you) all night
(It got to be) alright

I'ma not lose this one
I'm the lucky one, under the sun
If you make me move
Then you know, we got to groove

Ah, do ya like it?
Ah, do ya like it?
Do ya, do ya, do ya, do ya?

If it's all night
Got to be alright
I'm workin' all night
Got to be alright

See (all night), I work for my pay
(Alright), night and day
(All night) work for my pay (alright), night and day
(No, no, no, no, no, no, ooh, no, no, no, no, no, no, ooh)
Can't you feel it (no, no, no, no, no, ooh, no, no, no, no, no, ooh)
If it's, if it's, if it's, it's got to be (alright)
If it's (all night), if it's (alright)
Do you like it (alright)
I talk old (alright), square our fold
Break it back, tear a drop
Wipe a tears from your eyes, and don't ya cry
Wipe them lonely tears, baby
I'll tell you why

If it's all night, got to be (alright)
If it's all night, got to be (alright)
(Alright) know that I'm a stranger in your town"
88,Bob Marley,"Wake up and turn me loose
Wake up and turn me loose
Wake up and turn me loose
For the rain is falling

Got to have kaya now
Got to have kaya now
Got to have kaya now
For the rain is falling

I'm so high, I even touch the sky
Above the falling rain
I feel so good in my neighborhood, so
Here I come again

Got to have kaya now
Got to have kaya now
Got to have kaya now
For the rain is falling

Feelin' irie I
Feelin' irie I
Feelin' irie I
'Cause I have some kaya now

I feel so high, I even touch the sky
Above the falling rain
I feel so good in my neighborhood, so
Here I come again

Got to have kaya now
Got to have kaya now
Got to have kaya now, Lord
For the rain is falling

(Kaya now, kaya, kaya) Huh"
89,Bob Marley,"Hey Mr. Music
Ya sure sound good to me
I can't refuse it
What got to be, got to be

Feel like dancing
Dance 'cause we are free

I got my home
In the promise land
But I feel at home
Can you understand

Said the road is rocky
Sure feels good to me
And if your lucky
Together we'd always be

I will ride it
The sun is a risin'
The sign is a rising
Are you really riding?
Are you really riding?

Are you really riding?
Are you really riding?

Rainbow country
Rainbow country

Rainbow country
Rainbow country

Hey Mr. Music
Ya sure sound good to me
I can't refuse it
We got to be, got to be

Feel like dancing
Dance 'cause we are free

I got my home
In the promise land
I feel at home
Can you understand

Said the road is rocky
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
The sun is a risin'
The sun is a risin'
Moon is a risin'

I will ride it
I will ride it

I will ride it
I will ride it

And though the road is rocky
Sure feels good to me
And if I'm lucky
Together we'd always be

I will ride it
Rainbow country
Rainbow yountry
Rainbow country

Sun is a risin'
Sun is a risin'
Moon is a risin'
Sun is a risin'
Sun is a risin'

Sun is a risin'
Rainbow country
Rainbow country

Rainbow country
Rainbow country

Rainbow country
Rainbow country

Sayin', hey Mr. Music
Sure sound good to me
I can't refuse it
'Cause, what have we got to be

Feel like dancing
Dance 'cause we are free

I got my own
In the promise land
Feel at home
Can you understand

And though the road is rocky
Sure feels good to me
And if I'm lucky
Together we'd always be

Rainbow country
Rainbow country

Rainbow country"
90,Bob Marley,"Get up, stand up
Stand up for your rights
Get up, stand up
Stand up for your rights
Get up, stand up
Stand up for your rights
Get up, stand up
Don't give up the fight, oh

Preacher man, don't tell me
Heaven is under the earth
I know you don't know
What life is really worth
It's not all that glitter is gold
'Alf the story has never been told
So now you see the light
You stand up for your right

Get up, stand up (oh)
Stand up for your rights
Get up, stand up
Stand up for your rights
Get up, stand up
Stand up for your rights
Get up, stand up
Stand up for your rights

And I say, most people think
A great God will come from the sky
Take away everything
And make everybody feel high
But if you know what life is worth
You will look for yours on earth
And now you see the light
I want you to stand up for your right, ay

Get up, stand up 
Stand up for your rights 
Get up, stand up 
Don't give up the fight 
Get up, stand up 
Stand up for your right
Get up, stand up 
Don't give up the fight

We sick an' tired of your bullshit game
To die and go to Heaven inna Jesus name
We know when we understand
Almighty God is a living man
You fool some people sometimes, yeah
But you can't fool all the people all the time
So now we see the light 
We gonna stand up for our rights

Get up, stand up 
Stand up for your rights
Get up, stand up
Don't give up the fight 
Get up, stand up 
Stand up for your rights (yeah)
Get up, stand up
Don't give up the fight
Get up, stand up
Stand up for your rights
Get up, stand up
Don't give up the fight

Get up, stand up 
Stand up for your rights
Get up, stand up
Don't give up the fight 
Get up, stand up 
Stand up for your rights"
91,Bob Marley,"Chances are we're gonna leave now
Sorry for the victim now
Although my days are filled with sorrow
I see here, a bright tomorrow
Chances, chances are some might not hold out
Chances are, hang on right now
Do do do do my days are filled with sorrow
Ill stay here til bright tomorrow
Chances, chances are some might not hold out
Chances are, hang on right now"
92,Bob Marley,"Sugar, oh honey honey, you are my candy girl (got me) and you got me wantin' you 
Oh, honey honey (honey) sugar (oh, sugar sugar) Tell you what 
(You are my candy girl) And you got me (and you got me wantin' you) 
I just can't believe the loveliness of loving you 
(I just can't believe it's true, drip drop, drip drop)
I just can't believe the wonders of this feeling too 
(I just can't believe it's true)

Let me talk about my (my honey) Honey, I'm a sugar (oh, sugar sugar)
When I mix them together (you are my candy girl) That's what you are 
(and you got me wanting you) Got me, got me, got me, got me 
(Oh honey) Honey, I'm a sugar (oh, sugar sugar) 
I describe you together (you are my candy girl) 
That's what you are (and you got me wanting you) 

Let me tell ya, when I kissed you girl, I knew how sweet a kiss could be 
[knew how sweet a kiss could be, drip drop, drip drop] 
Like a silver sunshine, pour your sweetness over me 
[pour your sweetness over me] 

A let me be with (honey) Honey, sugar (oh, sugar sugar) 
Oh, please be both them together (you are my candy girl) And be 
my candy girl (and you got me wanting you) 
And you got me, got me, got me (oh, honey) Honey, I'm a sugar 
(oh, sugar sugar) 

I mix them together (you are my candy girl) 
That's what you are (and you got me wanting you) Got me, got me 
Yeah, pour your sugar (pour your sugar on me baby)
Pour it down [pour a little sugar on me honey) 
Whoa yeah, sugar (we could-a make a life so sweet) 
Yeah, yeah (hey, hey, hey) Yeah (pour out your sugar on me baby) 
Pour your sugar (pour your sugar on me baby) 
Oh yes, you got me honey (we could-a make a life so sweet) Yeah, yeah 
(hey, hey, hey) 

(Pour out your sugar on me baby) Pour your sugar baby 
(pour out your sugar on me baby) 
I don't mind (yeah, yeah, pour out your sugar on me baby) You feel it"
93,Bob Marley,"Oh, oh op-bo, bo, bo-bo-bo! 
Oh, oh op-bo, bo, bo-bo-bo! 
Yes, me friend, me friend, 
Them set me free again 
Yes, me friend, me friend, 
Me deh 'pon street again 

The bars could not hold me 
Force could not control me now 
They try to keep me down, 
But God put me around 

Yes, I've been accused, 
Wrongly abused, now 
But through the powers of the Most-'Igh, 
They've got to turn me loose, mm! 

(Brr) Don't try (brr) 
To cold me up (brr) 
On this (brr) bridge now 
I've got to reach Mount Zion 
The 'ighest region 
(Brr) If you bull-bucka, 
Let me tell you that 
I'm a duppy conqueror, conqueror 

Yes, me friend, me good friend, 
Them set me free again, mm 
Yes, me friend, 
Them turn me loose again 

(Brr) Don't try (brr) 
To cold me up on (brr) 
This (brr) bridge now 
I've got to reach Mount Zion 
The 'ighest region 
(Brr) If you bull-bucka, 
Let me tell you 
I'm a duppy conqueror, hit it! (conqueror) 

(Yes, me friend,) me friend, me friend, me friend, 
We deh a street again 
Yes, me friend, me friend, me friend, 
Dem set me free again 
Dem set me free again 

Don't try to show off 
Fi make you friend dem laugh, what a la-la! 
For I will cut you off 
And I will have the last laugh
I'm cryin'! Yes, me friend, 
We deh a street again, yea-eah 
Yes, me friend, me friend, me friend, 
(Dem set me free again.) 
Oh-oh-ooh, yeah mm-mm 
Bars could not hold me"
94,Bob Marley,"(Ow-ow-ow-ow! Ow, ow-ow-ow-ow!)
Yeah, yeah, yeah!
How can you be sitting there
Telling me that you care
That you care?
When every time I look around,
The people suffer in the suffering
In every way, in everywhere

Say, na-na-na-na-na (na-na, na-na!)
We're the survivors 
Yes, the Black survivors!
I tell you what some people got everything
Some people got nothing
Some people got hopes and dreams
Some people got ways and means

Na-na-na-na-na (na-na, na-na!)
We're the survivors 
Yes, the Black survivors!
Yes, we're the survivors, like Daniel out of the lions' den
(Black survivors) Survivors, survivors!
So I Idren, I sistren,
A-which way will we choose?
We better hurry oh, hurry oh, hurry wo, now!
'Cause we got no time to lose
Some people got facts and claims
Some people got pride and shame
Some people got the plots and schemes
Some people got no aim it seems

Na-na-na-na-na, (na-na, na-na!)
We're the survivors, 
Yes, the Black survivors!
Tell you what, we're the survivors 
Yeah! the Black survivors 
Yeah! we're the survivors, like Shadrach, Meshach and Abednego
(Black survivors), thrown in the fire, but never get burn
So I Idren, I sistren,
The preaching and talkin' is done
We've gotta live up, wo now, wo now!
'Cause the Father's time has come
Some people put the best outside
Some people keep the best inside
Some people can't stand up strong
Some people won't wait for long

(Na-na-na-na-na!) Na-na-na, na-na-na na!
We're the survivors
In this age of technological inhumanity (Black survival)
Scientific atrocity (survivors)
Atomic misphilosophy (Black survival)
Nuclear misenergy (survivors)
It's a world that forces lifelong insecurity (Black survival)

Together now
(Na-na-na-na-na!) Na na-na na na! (Na na-na na na!)
We're the survivors, yeah!
We're the survivors!
Yes, the Black survivors!
We're the survivors
A good man is never honored (survivors)
in his own country (Black survival)
Nothing change, nothing strange (survivors)
Nothing change, nothing strange (Black survivors)
We got to survive, y'all! (survivors)"
95,Bob Marley,"Talking 'bout reaction yeah yeah yeah
Talking 'bout attraction yeah yeah yea
Said I'm gonna rock on you yeah yeah 

From shanti town yeah yeah yeah

Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah

To have a little action yeah yeah yeah
There's a reaction yeah yeah yeah
You don't don't don't get that soul no no no
You don't get that soul no no no

To every little action yeah yeah yeah
There's a reaction yeah yeah yeah"
96,Bob Marley,"Bend down low, let me tell you what I know now
Bend down low, let me tell you what I know
Oh! Fisherman row to reap what you sow now
Oh, tell you all I know (Oo-oh!)
You've got to let me go now (Oo-oh!)
And all you've got to do
(Bend down low) Oh yeah! Let me tell you what I know
Bend down low, let me tell you what I know oh yeah!

You keep on knockin', but you can't come in
I get to understand you been livin' in sin
But if you love me, woman, walk right in
I've got a notch for your safety-pin
But bend down low

Keep on knockin', but you can't come in
I get to understand you been livin' in sin
But walk right in, woman, sit right down
I will keep on lovin' you I play the clown
But bend down low, baby, let me tell you what I know
Bend down low, let me tell you what I know, yeah!
Let me tell you, baby! Let me tell ya 
Knock on, babe! Just won't let ya in!
You been livin' in sin, knock on!"
97,Bob Marley,"(Ooh-wee, ooh-wee, ooh-wa!)
See them fighting for power (ooh-wee, ooh-wee, ooh-wa!)
But they know not the hour (ooh-wee, ooh-wee, ooh-wa!)
So they bribing with their guns, spare parts and money
Trying to belittle our integrity now
They say what we know
Is just what they teach us
And we're so ignorant
'Cause every time they can reach us (shoobe, doowa)
Through political strategy (shoobe, doowa)
They keep us hungry (shoobe, doowa)
And when you gonna get some food (shoobe, doowa)
Your brother got to be your enemy, well

Ambush in the night
All guns aiming at me
Ambush in the night
They opened fire on me now
Ambush in the night
Protected by his majesty
Ooh-wee, ooh-wee. Ooh-wa-ooh!
(Ooh-wee) Ooh-wee, ooh-wee (ooh-wa), Ooh-wa!
Ooh-wee, ooh-wee, ooh wa-oh!
Ooh-wee, ooh-wee, ooh wa-ah!

Well, what we know
Is not what they tell us
We're not ignorant, I mean it
And they just cannot touch us
Through the powers of the most I (shoobe, doowa)
We keep on surfacin' (shoobe, doowa)
Through the powers of the most I (shoobe, doowa)
We keep on survivin', yeah

This ambush in the night
Planned by society
Ambush in the night
They tryin' to conquer me
Ambush in the night
Anything money can bring
Ambush in the night
Planned by society
Ambush in the night"
98,Bob Marley,"I'll play your favorite song, darlin'
We can rock it all night long, darlin'
'Cause I've got love, darlin'
Love, sweet love, darlin'
Mellow mood has got me
So let the music rock me

'Cause I've got love, darlin'
Love, sweet love, darlin'
Quiet as the night
Please turn off your light

I'll play your favorite song, darlin'
We can rock it all night long, darlin'

Strike the hammer while iron is hot
Strike the hammer while iron is hot
Strike the hammer while iron is hot
Open up your heart
Open up your heart
Let love come running in, darlin'
Love, sweet love, darlin'
Love, sweet love, darlin'

Mellow mood has got me, darlin'
Let the music rock me, darlin'
'Cause I've got your love (darlin')
Love, sweet love, darlin'

(Darlin')"
99,Bob Marley,"Jah would never give the power to a bald head
Run come crucify the Dread

[Chorus:]
Time alone, oh, time will tell
Think you're in heaven, but ya living in hell
Think you're in heaven, but ya living in hell
Think you're in heaven, but ya living in hell
Time alone, oh, time will tell
Ya think you're in heaven, but ya living in hell

Back them up; oh, not the brothers,
But the ones who sets 'em up

[Chorus]

Oh, ma, 
Oh, ma, 
Oh, ma children are cryin'
Oh, children, weep no more!
Oh, ma sycamore tree, saw the freedom tree
All you, have spoke
Oh, children, weep no more
Weep no more, children, weep no more!

Jah would never give the power to a bald head
Run come crucify the Dread

[Chorus]"
100,Bob Marley,"Ya running and ya running
And ya running away
Ya running and ya running
And ya running away
Ya running and ya running
And ya running away
Ya running and ya running,
But ya can't run away from yourself
Can't run away from yourself 
Can't run away from yourself 
Can't run away from yourself 
Can't run away from yourself 
Can't run away from yourself 

Ya must have done (must have done)
Somet'in' wrong (something wrong)
Said ya must have done (you must have done)
Wo, somet'in' wrong (something wrong)
Why you can't find the place where you belong?
Do-do-do-do-do-do-do-do-do (running away) 
Do-do-do-do-do-do-do-do-do (running away)
Do-do-do-do-do-do-do-do-do (running away)
Do-do-do-do-do-do-do-do-do (running away)
Do-do-do-do-do-do-do-do-do (running away)

Every man thinketh his
Burden is the heaviest (heaviest)
Every man thinketh his
Burden is the heaviest (heaviest)
Ya still mean it, who feels it knows it, Lord
Who feels it knows it, Lord 
Who feels it knows it, Lord 
Who feels it knows it, Lord 

Ya running and ya running
And ya running away
Ya running and ya running
And ya running away
Ya running and ya running
And ya running away
Ya running and ya running
But ya can't run away from yourself
Could ya run away from yourself?
Can you run away from yourself?
Can't run away from yourself
Can't run away from yourself
Yeah from yourself

You must have done somethin' 
Somethin' somethin' somethin' 
Somethin' ya don't want nobody to know about
Ya must have, Lord, somethin' wrong,
What ya must have done, ya must have done somethin' wrong
Why you can't find where you belong?

Well, well, well, well, ya running away, heh, no 
Ya running away, ooh, no, no, no
I'm not (running away), no, don't say that, don't say that
'Cause (running away) I'm not running away, ooh (running away)
I've got to protect my life, (running away)
And I don't want to live with no strife (running away)
It is better to live on the housetop (running away)
Than to live in a house full of confusion (running away)
So, I made my decision and I left ya (running away)
And now you comin' to tell me
That I'm runnin' away (running away)
But it's not true
I am not runnin' away (running away)"
101,Bob Marley,"No water can quench my thirst
I'm in bed send me a nurse
I'm thirsty thirsty Lord o' Mercy
Ooh we, other? the bottle, sweeter the victory 
I've got your love, the power of your glory
Aah, Ooh yeah, trillin' me, alright
Can't judge a mother by the ? of the father
Can't judge a book by the ? on the cover Read me read me baby

No water can quench my thirst
I'm in bed, need a nurse
Can you understand
Do you understand me baby

I've got a bottle, sweet the victory 
I've got your love, the power of your glory
Aah, Ooh we, alright
You've got your love and I've got mine
Can't you ? they work fine Do you believe me, baby, get it up baby
Break it back, turn it loose
What in heaven baby it got to choose"
102,Bob Marley,"No, woman, no cry
No, woman, no cry
No, woman, no cry
No, woman, no cry

Said, said, said I remember when we used to sit
In the government yard in Trenchtown
Oba observing the hypocrites
As they would mingle with the good people we meet
Good friends we have, oh, good friends we've lost
Along the way
In this great future, you can't forget your past
So dry your tears, I say and 

No, woman, no cry
No, woman, no cry
'Ere, little darlin', don't shed no tears
No, woman, no cry

Said, said, said, I remember when we used to sit
In the government yard in Trenchtown
And then Georgie would make the fire lights
As it was log wood burnin' through the night
Then we would cook cornmeal porridge
Of which I'll share with you
My feet is my only carriage
So I've got to push on through
But while I'm gone, I mean

Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right
Everything's gonna be all right

So woman, no cry
(No, no woman) No, woman, no cry
Oh my little sister, don't shed no tears
No, woman, no cry

I remember when we used to sit
In the government yard in Trenchtown
And then Georgie would make the fire lights
As it was log wood burnin' through the night
Then we would cook cornmeal porridge
Of which I'll share with you
My feet is my only carriage
And so I've got to push on through
But while I'm gone

No, woman, no cry
No, woman, no cry
Oh my little darlin', say don't shed no tears
No, woman, no cry, ay

Little darling, don't shed no tears
No, woman, no cry
Little sister, don't shed no tears
No, woman, no cry"
103,Bob Marley,"Every man gotta right to decide his own destiny
And in this judgment there is no partiality
So arm in arms, with arms 
We'll fight this little struggle
'Cause that's the only way 
We can overcome our little trouble

Brother you're right, you're right,
You're right, you're right, you're so right
We gon' fight (We gon' fight)
We'll have to fight (We gon' fight)
We gonna fight (We gon' fight)
Fight for our rights!

Natty dread it in-a (Zimbabwe)
Set it up in (Zimbabwe)
Mash it up-a in-a Zimbabwe (Zimbabwe)
Africans a-liberate (Zimbabwe)

No more internal power struggle 
We come together to overcome the little trouble
Soon we'll find out who is the real revolutionary
'Cause I don't want my people to be contrary

And brother you're right, you're right,
You're right, you're right, you're so right
We'll have to fight (We gon' fight)
We gonna fight (We gon' fight)
We'll have to fight (We gon' fight)
Fighting for our rights

Mash it up in-a (Zimbabwe)
Natty trash it in-a (Zimbabwe)
Africans a-liberate Zimbabwe (Zimbabwe)
I'n'I a-liberate Zimbabwe

Brother you're right, you're right,
You're right, you're right, you're so right
We gon' fight (We gon' fight) 
We'll have to fight (We gon' fight) 
We gonna fight (We gon' fight)
Fighting for our rights

To divide and rule could only tear us apart
In everyman chest, there beats a heart
So soon we'll find out who is the real revolutionary
And I don't want my people to be tricked by mercenaries

Brother you're right, you're right,
You're right, you're right, you're so right
We'll have to fight (We gon' fight)
We gonna fight (We gon' fight) 
We'll have to fight (We gon' fight)
Fighting for our rights

Natty trash it in-a Zimbabwe (Zimbabwe)
Mash it up in-a Zimbabwe (Zimbabwe)
Set it up in-a Zimbabwe (Zimbabwe)
Africans a-liberate Zimbabwe (Zimbabwe)
Africans a-liberate Zimbabwe (Zimbabwe)
Natty dub it in-a Zimbabwe (Zimbabwe)
Set it up in-a Zimbabwe (Zimbabwe)
Africans a-liberate Zimbabwe (Zimbabwe)
Every man got a right to decide his own destiny"
104,Bob Marley,"What am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

You're jumping 'round like a lamb
Just because you put me in [unverified]
And I'll live my life the way that I want
But I just got to hold you and it's a sin to talk so

What am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

I will send for you and you make me feel so blue
Little dear, what do you want me to do?
[Unverified] just to see me through
But I can't say that I'm keen and so blue so, yeah

What am I to do, my dear
So that I may win your love?
What am I to do, my dear
So that I may win your love?

Now you're jumping 'round like a lamb
Just because you take me in [unverified]
And I'll live my life the way that I want
But I just gone through love and it is here to talk, so

What am I to do, my dear
So that I may win your love?"
